id,,,RIL_1,RIL_103,RIL_104,RIL_113,RIL_115,RIL_12,RIL_123,RIL_124,RIL_131,RIL_136,RIL_143,RIL_146,RIL_147,RIL_15,RIL_150,RIL_154,RIL_155,RIL_16,RIL_164,RIL_166,RIL_171,RIL_174,RIL_175,RIL_176,RIL_182,RIL_183,RIL_184,RIL_187,RIL_190,RIL_193,RIL_198,RIL_199,RIL_2,RIL_201,RIL_204,RIL_205,RIL_206,RIL_207,RIL_208,RIL_21,RIL_211,RIL_212,RIL_213,RIL_215,RIL_222,RIL_223,RIL_225,RIL_228,RIL_229,RIL_23,RIL_232,RIL_234,RIL_235,RIL_240,RIL_242,RIL_243,RIL_248,RIL_25,RIL_250,RIL_251,RIL_253,RIL_255,RIL_256,RIL_259,RIL_264,RIL_265,RIL_267,RIL_268,RIL_270,RIL_277,RIL_281,RIL_282,RIL_284,RIL_285,RIL_288,RIL_289,RIL_290,RIL_294,RIL_30,RIL_300,RIL_301,RIL_303,RIL_308,RIL_31,RIL_311,RIL_318,RIL_325,RIL_329,RIL_332,RIL_337,RIL_339,RIL_340,RIL_341,RIL_344,RIL_346,RIL_347,RIL_353,RIL_354,RIL_355,RIL_357,RIL_359,RIL_36,RIL_360,RIL_363,RIL_373,RIL_376,RIL_380,RIL_39,RIL_42,RIL_46,RIL_53,RIL_60,RIL_63,RIL_65,RIL_66,RIL_69,RIL_7,RIL_70,RIL_73,RIL_76,RIL_80,RIL_89,RIL_9,RIL_93
A01x4462042,A01,7.801805701,AA,AA,AA,BB,BB,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,BB,BB,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,BB,BB,BB,AA,BB,AA,AA,AA,AA,BB,BB,BB,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,AA,AA,AA,BB,AA,AA
A01x4585914,A01,8.209845661,AA,AA,AA,BB,BB,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,BB,BB,BB,BB,AA,AA,AA,AA,AA,BB,BB,AA,AA,BB,BB,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,BB,BB,BB,AA,BB,AA,AA,AA,AA,BB,BB,BB,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,AA,AA,AA,BB,AA,AA
A01x4740822,A01,9.036538325,AA,AA,AA,BB,BB,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,BB,BB,BB,BB,AA,AA,AA,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,BB,BB,BB,AA,BB,AA,AA,AA,AA,BB,BB,BB,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,AA,AA,AA,BB,AA,AA
A01x5199811,A01,9.863493904,AA,AA,AA,BB,BB,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,BB,BB,BB,BB,AA,AA,AA,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,BB,BB,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,AA,AA,AA,BB,AA,AA
A01x4904430,A01,9.863493954,AA,AA,AA,BB,BB,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,BB,BB,BB,BB,AA,AA,AA,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB,AA,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,BB,BB,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,AA,AA,AA,BB,AA,AA
A01x5019810,A01,10.27096318,AA,AA,AA,BB,BB,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,BB,BB,BB,BB,AA,AA,AA,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB,AA,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,AA,BB,BB,AA,AA,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,AA,AA,AA,BB,AA,AA
A01x5113626,A01,10.6784929,AA,AA,AA,BB,BB,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,BB,BB,BB,BB,AA,AA,AA,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,AA,BB,BB,AA,AA,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,AA,AA,AA,BB,AA,AA
A01x5293065,A01,11.52945196,AA,AA,AA,BB,BB,AA,BB,BB,AA,-,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,BB,BB,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,AA,AA,AA,BB,AA,AA
A01x5480608,A01,11.94942862,AA,AA,AA,BB,BB,AA,BB,BB,AA,-,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,BB,BB,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,AA,AA,AA,BB,AA,AA
A01x5687723,A01,12.36940488,AA,AA,AA,BB,BB,AA,BB,BB,AA,-,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,BB,BB,AA,AA,BB,AA,AA,BB,AA,BB,BB,BB,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,AA,AA,AA,BB,AA,AA
A01x5810657,A01,13.22114133,AA,AA,AA,BB,BB,AA,BB,BB,AA,-,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,BB,BB,AA,AA,BB,AA,AA,BB,AA,BB,BB,BB,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,BB,AA,AA,AA,BB,AA,AA
A01x5827724,A01,13.64068021,AA,AA,AA,BB,BB,AA,BB,BB,AA,-,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,BB,BB,AA,AA,BB,AA,AA,BB,AA,BB,BB,BB,BB,AA,AA,BB,AA,BB,BB,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,BB,AA,AA,AA,BB,AA,AA
A01x5888829,A01,14.93466285,AA,AA,AA,BB,BB,AA,BB,BB,AA,-,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,AA,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,AA,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,BB,BB,AA,AA,BB,AA,AA,BB,AA,BB,BB,BB,BB,AA,AA,BB,AA,BB,BB,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,BB,BB,BB,BB,AA,BB,AA,AA,AA,BB,AA,AA
A01x5919321,A01,16.68321308,AA,AA,AA,BB,BB,AA,BB,BB,AA,-,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,AA,BB,AA,AA,AA,BB,AA,AA,BB,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,BB,BB,AA,AA,BB,AA,AA,BB,AA,BB,BB,BB,BB,AA,AA,BB,AA,BB,BB,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,BB,BB,BB,BB,AA,BB,AA,AA,AA,BB,AA,AA
A01x5943430,A01,17.97719572,AA,AA,AA,BB,BB,AA,BB,BB,AA,-,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,AA,BB,AA,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,AA,BB,AA,BB,AA,BB,AA,AA,BB,BB,BB,AA,AA,BB,AA,AA,AA,AA,AA,BB,AA,AA,BB,BB,AA,AA,AA,BB,BB,AA,AA,BB,AA,AA,BB,AA,BB,BB,BB,BB,AA,AA,BB,AA,BB,BB,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,BB,BB,BB,BB,AA,BB,AA,AA,AA,BB,AA,AA
A01x5997366,A01,18.39695132,AA,AA,AA,BB,BB,AA,BB,BB,AA,-,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,AA,BB,AA,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,AA,BB,AA,BB,AA,BB,AA,AA,BB,BB,BB,AA,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,BB,AA,AA,AA,BB,BB,AA,AA,BB,AA,AA,BB,AA,BB,BB,BB,BB,AA,AA,BB,AA,BB,BB,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,BB,BB,BB,BB,AA,BB,AA,AA,AA,BB,AA,AA
A01x6159390,A01,18.81707721,AA,AA,AA,BB,BB,AA,BB,BB,AA,-,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,AA,BB,AA,BB,AA,BB,AA,AA,BB,BB,BB,AA,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,BB,AA,AA,AA,BB,BB,AA,AA,BB,AA,AA,-,AA,BB,BB,BB,BB,AA,AA,BB,AA,BB,BB,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,BB,BB,BB,BB,AA,BB,AA,AA,AA,BB,AA,AA
